ad_id,xyz_campaign_id,fb_campaign_id,age,gender,interest,impressions,clicks,spent,total_conversion,approved_conversion,is_zero_spend,ctr,cpc,cost_per_total_conv,cost_per_approved_conv,click_to_enquiry_rate,enquiry_to_purchase_rate,purchased
776687,936,115545,40-44,M,16,8022,0,0.0,2,1,True,0.0,,0.0,0.0,,0.5,1
776696,936,115547,30-34,M,10,7966,1,1.179999948,1,1,False,0.0001,1.18,1.18,1.18,1.0,1.0,1
776697,936,115547,30-34,M,10,4132,0,0.0,1,1,True,0.0,,0.0,0.0,,1.0,1
776698,936,115547,30-34,M,10,12785,3,4.730000019,2,1,False,0.0002,1.5767,2.365,4.73,0.6667,0.5,1
776699,936,115547,30-34,M,10,8213,1,1.379999995,1,1,False,0.0001,1.38,1.38,1.38,1.0,1.0,1
776722,936,115551,30-34,M,2,545,0,0.0,1,1,True,0.0,,0.0,0.0,,1.0,1
776725,936,115552,40-44,M,23,2479,1,1.25999999,1,0,False,0.0004,1.26,1.26,,1.0,0.0,0
776780,936,115561,40-44,M,2,3812,2,3.049999952,1,0,False,0.0005,1.525,3.05,,0.5,0.0,0
776793,936,115563,45-49,M,21,1609,0,0.0,1,0,True,0.0,,0.0,,,0.0,0
776799,936,115564,45-49,M,20,10257,3,3.579999924,1,1,False,0.0003,1.1933,3.58,3.58,0.3333,1.0,1
776817,936,115567,40-44,M,10,12356,4,6.279999971,1,0,False,0.0003,1.57,6.28,,0.25,0.0,0
776825,936,115568,45-49,M,18,7410,1,1.210000038,1,0,False,0.0001,1.21,1.21,,1.0,0.0,0
776829,936,115569,45-49,M,16,140098,28,46.63000011,1,0,False,0.0002,1.6654,46.63,,0.0357,0.0,0
776831,936,115569,45-49,M,16,107021,20,34.44000012,1,0,False,0.0002,1.722,34.44,,0.05,0.0,0
776840,936,115571,35-39,M,36,2797,1,1.289999962,1,0,False,0.0004,1.29,1.29,,1.0,0.0,0
776861,936,115574,45-49,M,7,16461,6,9.21999979,1,0,False,0.0004,1.5367,9.22,,0.1667,0.0,0
776892,936,115580,40-44,M,63,17488,5,7.719999909,1,0,False,0.0003,1.544,7.72,,0.2,0.0,0
776928,936,115586,35-39,M,10,9750,2,1.5,1,1,False,0.0002,0.75,1.5,1.5,0.5,1.0,1
776935,936,115587,45-49,M,36,1136,0,0.0,1,1,True,0.0,,0.0,0.0,,1.0,1
777105,936,115615,45-49,M,63,4333,1,0.180000007,1,1,False,0.0002,0.18,0.18,0.18,1.0,1.0,1
777130,936,115619,35-39,M,16,6260,0,0.0,1,0,True,0.0,,0.0,,,0.0,0
777131,936,115619,35-39,M,16,6359,0,0.0,1,0,True,0.0,,0.0,,,0.0,0
777166,936,115625,30-34,M,63,2383,0,0.0,1,1,True,0.0,,0.0,0.0,,1.0,1
777187,936,115629,40-44,M,27,11292,3,5.389999866,1,1,False,0.0003,1.7967,5.39,5.39,0.3333,1.0,1
777198,936,115631,30-34,M,64,12729,4,5.779999852,1,0,False,0.0003,1.445,5.78,,0.25,0.0,0
777200,936,115631,30-34,M,64,1898,0,0.0,1,1,True,0.0,,0.0,0.0,,1.0,1
777201,936,115631,30-34,M,64,1882,0,0.0,1,1,True,0.0,,0.0,0.0,,1.0,1
777235,936,115637,30-34,M,65,2883,1,0.99000001,1,1,False,0.0003,0.99,0.99,0.99,1.0,1.0,1
777248,936,115639,30-34,F,7,3989,1,1.279999971,1,0,False,0.0003,1.28,1.28,,1.0,0.0,0
777261,936,115641,40-44,M,29,19603,4,5.279999971,1,1,False,0.0002,1.32,5.28,5.28,0.25,1.0,1
777382,936,115675,40-44,M,24,3047,1,1.379999995,1,0,False,0.0003,1.38,1.38,,1.0,0.0,0
777398,936,115677,35-39,M,24,3029,1,1.049999952,1,1,False,0.0003,1.05,1.05,1.05,1.0,1.0,1
777410,936,115679,45-49,M,26,3490,1,1.340000033,1,1,False,0.0003,1.34,1.34,1.34,1.0,1.0,1
777482,936,115691,45-49,M,28,2479,0,0.0,1,0,True,0.0,,0.0,,,0.0,0
777495,936,115693,40-44,M,19,19581,7,10.42999983,2,0,False,0.0004,1.49,5.215,,0.2857,0.0,0
777519,936,115697,45-49,M,29,19537,5,6.099999905,1,0,False,0.0003,1.22,6.1,,0.2,0.0,0
777625,936,115715,45-49,M,16,59433,12,19.65999949,3,0,False,0.0002,1.6383,6.5533,,0.25,0.0,0
777627,936,115715,45-49,M,16,157534,33,56.19000077,2,0,False,0.0002,1.7027,28.095,,0.0606,0.0,0
777638,936,115717,40-44,M,7,1781,0,0.0,1,1,True,0.0,,0.0,0.0,,1.0,1
777670,936,115723,40-44,M,16,23769,4,6.029999852,1,0,False,0.0002,1.5075,6.03,,0.25,0.0,0
777673,936,115723,40-44,M,16,7101,0,0.0,1,0,True,0.0,,0.0,,,0.0,0
777742,936,115735,35-39,M,64,4726,1,1.830000043,1,1,False,0.0002,1.83,1.83,1.83,1.0,1.0,1
777758,936,115737,30-34,M,19,5209,1,0.959999979,2,0,False,0.0002,0.96,0.48,,2.0,0.0,0
777794,936,115743,30-34,M,18,13473,3,2.619999945,3,0,False,0.0002,0.8733,0.8733,,1.0,0.0,0
777816,936,115747,40-44,M,2,500,0,0.0,1,1,True,0.0,,0.0,0.0,,1.0,1
777871,936,115756,30-34,M,20,4616,1,1.360000014,1,0,False,0.0002,1.36,1.36,,1.0,0.0,0
777904,936,115762,30-34,M,31,3279,0,0.0,1,0,True,0.0,,0.0,,,0.0,0
777905,936,115762,30-34,M,31,3288,0,0.0,1,0,True,0.0,,0.0,,,0.0,0
778037,936,115784,35-39,M,27,14615,4,6.050000191,1,0,False,0.0003,1.5125,6.05,,0.25,0.0,0
778048,936,115786,30-34,M,27,56615,12,19.88000035,2,0,False,0.0002,1.6567,9.94,,0.1667,0.0,0
778085,936,115792,30-34,M,26,11735,3,4.529999971,1,1,False,0.0003,1.51,4.53,4.53,0.3333,1.0,1
778087,936,115792,30-34,M,26,15910,5,6.779999852,1,0,False,0.0003,1.356,6.78,,0.2,0.0,0
778112,936,115796,35-39,M,29,11446,2,3.090000033,1,1,False,0.0002,1.545,3.09,3.09,0.5,1.0,1
778113,936,115796,35-39,M,29,4595,0,0.0,1,0,True,0.0,,0.0,,,0.0,0
778124,936,115798,30-34,M,29,4871,0,0.0,1,0,True,0.0,,0.0,,,0.0,0
778148,936,115802,35-39,M,28,3199,0,0.0,1,0,True,0.0,,0.0,,,0.0,0
778156,936,115804,30-34,M,28,9388,2,3.140000105,1,0,False,0.0002,1.57,3.14,,0.5,0.0,0
778161,936,115804,30-34,M,28,17954,6,7.5400002,2,1,False,0.0003,1.2567,3.77,7.54,0.3333,0.5,1
778208,936,115812,40-44,F,29,2755,0,0.0,1,0,True,0.0,,0.0,,,0.0,0
778264,936,115822,40-44,F,27,8152,1,0.99000001,1,0,False,0.0001,0.99,0.99,,1.0,0.0,0
778266,936,115822,40-44,F,27,74542,19,34.1500001,1,0,False,0.0003,1.7974,34.15,,0.0526,0.0,0
778421,936,115848,40-44,F,20,6699,2,3.090000033,1,0,False,0.0003,1.545,3.09,,0.5,0.0,0
778422,936,115848,40-44,F,20,11911,4,3.959999919,1,0,False,0.0003,0.99,3.96,,0.25,0.0,0
778461,936,115854,40-44,M,29,10090,2,2.650000095,1,1,False,0.0002,1.325,2.65,2.65,0.5,1.0,1
778471,936,115856,30-34,M,32,1273,0,0.0,1,1,True,0.0,,0.0,0.0,,1.0,1
778483,936,115858,40-44,F,18,24188,5,8.179999828,1,0,False,0.0002,1.636,8.18,,0.2,0.0,0
778529,936,115866,30-34,M,31,2214,0,0.0,1,0,True,0.0,,0.0,,,0.0,0
778556,936,115870,40-44,M,32,9735,4,4.130000114,1,1,False,0.0004,1.0325,4.13,4.13,0.25,1.0,1
778590,936,115876,30-34,M,30,1371,0,0.0,1,1,True,0.0,,0.0,0.0,,1.0,1
778600,936,115878,40-44,F,22,10750,4,5.389999866,1,0,False,0.0004,1.3475,5.39,,0.25,0.0,0
778626,936,115882,30-34,M,29,7629,1,0.720000029,1,1,False,0.0001,0.72,0.72,0.72,1.0,1.0,1
778628,936,115882,30-34,M,29,4608,0,0.0,1,0,True,0.0,,0.0,,,0.0,0
778674,936,115890,35-39,M,29,3732,0,0.0,1,0,True,0.0,,0.0,,,0.0,0
778689,936,115892,30-34,M,28,7453,1,1.679999948,1,1,False,0.0001,1.68,1.68,1.68,1.0,1.0,1
778722,936,115898,35-39,F,64,41785,14,19.10000038,1,0,False,0.0003,1.3643,19.1,,0.0714,0.0,0
778737,936,115900,35-39,M,27,8077,2,3.579999924,1,1,False,0.0002,1.79,3.58,3.58,0.5,1.0,1
778756,936,115904,35-39,F,63,5602,1,1.580000043,1,0,False,0.0002,1.58,1.58,,1.0,0.0,0
778804,936,115912,30-34,M,26,6184,2,2.75,1,1,False,0.0003,1.375,2.75,2.75,0.5,1.0,1
778808,936,115912,30-34,M,26,1738,0,0.0,1,0,True,0.0,,0.0,,,0.0,0
778964,936,115938,35-39,F,27,112460,25,41.29000068,1,0,False,0.0002,1.6516,41.29,,0.04,0.0,0
779057,936,115954,40-44,M,15,4414,0,0.0,1,0,True,0.0,,0.0,,,0.0,0
779106,936,115962,35-39,F,30,14670,7,9.410000324,1,0,False,0.0005,1.3443,9.41,,0.1429,0.0,0
779438,936,116031,30-34,F,64,33144,9,13.40999985,1,0,False,0.0003,1.49,13.41,,0.1111,0.0,0
779453,936,116033,45-49,M,64,4397,1,0.949999988,1,0,False,0.0002,0.95,0.95,,1.0,0.0,0
779488,936,116039,45-49,M,65,1006,0,0.0,1,0,True,0.0,,0.0,,,0.0,0
779573,936,116053,35-39,F,10,89527,24,32.28999996,1,0,False,0.0003,1.3454,32.29,,0.0417,0.0,0
779608,936,116059,35-39,F,15,2459,0,0.0,1,0,True,0.0,,0.0,,,0.0,0
779609,936,116059,35-39,F,15,7116,2,1.730000019,1,1,False,0.0003,0.865,1.73,1.73,0.5,1.0,1
779622,936,116061,30-34,F,15,8613,1,0.889999986,2,0,False,0.0001,0.89,0.445,,2.0,0.0,0
779631,936,116063,35-39,F,16,9730,1,1.379999995,1,0,False,0.0001,1.38,1.38,,1.0,0.0,0
779644,936,116065,30-34,F,16,51816,8,10.2299999,2,1,False,0.0002,1.2787,5.115,10.23,0.25,0.5,1
779645,936,116065,30-34,F,16,27289,3,4.429999828,1,0,False,0.0001,1.4767,4.43,,0.3333,0.0,0
779715,936,116077,30-34,F,29,20409,4,3.829999924,1,0,False,0.0002,0.9575,3.83,,0.25,0.0,0
779716,936,116077,30-34,F,29,8044,1,1.110000014,1,0,False,0.0001,1.11,1.11,,1.0,0.0,0
779738,936,116081,30-34,F,28,15645,4,5.349999905,1,0,False,0.0003,1.3375,5.35,,0.25,0.0,0
779778,936,116087,30-34,F,31,2466,0,0.0,2,2,True,0.0,,0.0,0.0,,1.0,1
779789,936,116089,45-49,M,10,11611,3,3.950000048,1,1,False,0.0003,1.3167,3.95,3.95,0.3333,1.0,1
779824,936,116095,45-49,M,7,9375,3,4.019999981,1,0,False,0.0003,1.34,4.02,,0.3333,0.0,0
779871,936,116103,30-34,F,32,4402,1,1.330000043,1,1,False,0.0002,1.33,1.33,1.33,1.0,1.0,1
779918,936,116111,30-34,F,18,8469,2,3.089999914,1,0,False,0.0002,1.545,3.09,,0.5,0.0,0
779922,936,116111,30-34,F,18,5823,1,1.419999957,1,1,False,0.0002,1.42,1.42,1.42,1.0,1.0,1
779944,936,116115,35-39,M,10,2549,0,0.0,1,0,True,0.0,,0.0,,,0.0,0
779979,936,116121,35-39,M,16,25817,4,6.019999981,1,0,False,0.0002,1.505,6.02,,0.25,0.0,0
779995,936,116123,30-34,F,20,1961,0,0.0,1,0,True,0.0,,0.0,,,0.0,0
780064,936,116135,30-34,F,22,2554,0,0.0,1,0,True,0.0,,0.0,,,0.0,0
780104,936,116147,30-34,F,25,4971,1,1.230000019,1,1,False,0.0002,1.23,1.23,1.23,1.0,1.0,1
780199,936,116163,35-39,F,23,1030,0,0.0,1,1,True,0.0,,0.0,0.0,,1.0,1
780318,936,116183,45-49,F,29,162341,56,77.07999969,3,0,False,0.0003,1.3764,25.6933,,0.0536,0.0,0
780323,936,116183,45-49,F,29,24542,7,9.329999924,1,0,False,0.0003,1.3329,9.33,,0.1429,0.0,0
780486,936,116216,30-34,F,65,2879,0,0.0,1,1,True,0.0,,0.0,0.0,,1.0,1
780498,936,116218,30-34,F,64,13621,3,4.090000033,1,0,False,0.0002,1.3633,4.09,,0.3333,0.0,0
780511,936,116220,30-34,F,63,6175,1,1.370000005,2,1,False,0.0002,1.37,0.685,1.37,2.0,0.5,1
780629,936,116240,30-34,F,28,2963,0,0.0,1,0,True,0.0,,0.0,,,0.0,0
780653,936,116244,30-34,F,29,9076,1,1.379999995,1,1,False,0.0001,1.38,1.38,1.38,1.0,1.0,1
780655,936,116244,30-34,F,29,20941,4,5.909999967,1,1,False,0.0002,1.4775,5.91,5.91,0.25,1.0,1
780666,936,116246,45-49,F,10,3462,0,0.0,1,0,True,0.0,,0.0,,,0.0,0
780681,936,116248,30-34,F,26,4073,0,0.0,1,1,True,0.0,,0.0,0.0,,1.0,1
780700,936,116252,30-34,F,27,3745,0,0.0,1,0,True,0.0,,0.0,,,0.0,0
780748,936,116265,30-34,F,24,830,0,0.0,1,0,True,0.0,,0.0,,,0.0,0
780759,936,116267,45-49,F,18,2912,0,0.0,1,0,True,0.0,,0.0,,,0.0,0
780760,936,116267,45-49,F,18,17167,5,6.910000086,1,0,False,0.0003,1.382,6.91,,0.2,0.0,0
780797,936,116273,30-34,F,22,24491,7,9.539999962,1,0,False,0.0003,1.3629,9.54,,0.1429,0.0,0
780799,936,116273,30-34,F,22,44699,13,17.30000037,2,0,False,0.0003,1.3308,8.65,,0.1538,0.0,0
780821,936,116277,30-34,F,23,6469,2,1.309999943,1,0,False,0.0003,0.655,1.31,,0.5,0.0,0
780830,936,116279,45-49,F,16,16053,3,4.079999924,1,1,False,0.0002,1.36,4.08,4.08,0.3333,1.0,1
780835,936,116279,45-49,F,16,54724,12,17.92999995,1,1,False,0.0002,1.4942,17.93,17.93,0.0833,1.0,1
780867,936,116285,30-34,F,21,4706,1,1.220000029,1,0,False,0.0002,1.22,1.22,,1.0,0.0,0
780974,936,116303,40-44,F,32,8316,3,4.569999933,1,1,False,0.0004,1.5233,4.57,4.57,0.3333,1.0,1
781066,936,116323,40-44,F,22,5794,2,2.269999981,1,0,False,0.0003,1.135,2.27,,0.5,0.0,0
781114,936,116331,40-44,F,18,4813,1,1.029999971,1,0,False,0.0002,1.03,1.03,,1.0,0.0,0
781159,936,116339,40-44,F,10,85285,26,36.13000035,1,0,False,0.0003,1.3896,36.13,,0.0385,0.0,0
781162,936,116339,40-44,F,10,5839,1,1.370000005,1,0,False,0.0002,1.37,1.37,,1.0,0.0,0
781175,936,116341,40-44,F,15,5859,1,1.539999962,1,0,False,0.0002,1.54,1.54,,1.0,0.0,0
781187,936,116343,40-44,F,16,164118,41,59.06999993,1,0,False,0.0002,1.4407,59.07,,0.0244,0.0,0
781195,936,116345,35-39,F,63,18234,6,7.810000062,1,0,False,0.0003,1.3017,7.81,,0.1667,0.0,0
781207,936,116347,35-39,F,64,2755,0,0.0,1,0,True,0.0,,0.0,,,0.0,0
781303,936,116363,35-39,F,27,73676,20,28.5,1,0,False,0.0003,1.425,28.5,,0.05,0.0,0
781305,936,116363,35-39,F,27,18421,7,10.07999992,1,0,False,0.0004,1.44,10.08,,0.1429,0.0,0
781327,936,116367,35-39,F,29,164754,49,67.97999978,2,1,False,0.0003,1.3873,33.99,67.98,0.0408,0.5,1
781353,936,116371,35-39,F,10,7449,1,1.639999986,1,1,False,0.0001,1.64,1.64,1.64,1.0,1.0,1
781354,936,116371,35-39,F,10,6424,1,0.529999971,1,0,False,0.0002,0.53,0.53,,1.0,0.0,0
781438,936,116385,30-34,M,63,2086,0,0.0,1,0,True,0.0,,0.0,,,0.0,0
781470,936,116391,35-39,M,16,6016,0,0.0,1,0,True,0.0,,0.0,,,0.0,0
781499,936,116395,35-39,M,15,6412,1,1.370000005,1,0,False,0.0002,1.37,1.37,,1.0,0.0,0
781508,936,116397,30-34,F,63,5040,1,1.440000057,1,0,False,0.0002,1.44,1.44,,1.0,0.0,0
781556,936,116405,30-34,F,32,1772,0,0.0,1,0,True,0.0,,0.0,,,0.0,0
781559,936,116405,30-34,F,32,1783,0,0.0,1,0,True,0.0,,0.0,,,0.0,0
781606,936,116413,35-39,M,20,8200,3,3.919999957,1,0,False,0.0004,1.3067,3.92,,0.3333,0.0,0
781690,936,116427,45-49,F,26,115896,38,49.44000006,1,0,False,0.0003,1.3011,49.44,,0.0263,0.0,0
781811,936,116447,35-39,F,16,10186,1,1.230000019,1,1,False,0.0001,1.23,1.23,1.23,1.0,1.0,1
781857,936,116455,30-34,M,20,9134,3,4.180000067,2,0,False,0.0003,1.3933,2.09,,0.6667,0.0,0
781858,936,116455,30-34,M,20,3385,1,1.440000057,1,1,False,0.0003,1.44,1.44,1.44,1.0,1.0,1
781907,936,116463,45-49,F,21,1314,0,0.0,1,0,True,0.0,,0.0,,,0.0,0
781928,936,116467,30-34,M,18,2916,0,0.0,1,1,True,0.0,,0.0,0.0,,1.0,1
781929,936,116467,30-34,M,18,6142,1,1.330000043,1,0,False,0.0002,1.33,1.33,,1.0,0.0,0
781950,936,116471,30-34,F,20,1984,0,0.0,1,0,True,0.0,,0.0,,,0.0,0
781999,936,116479,30-34,M,24,9142,3,3.749999881,1,0,False,0.0003,1.25,3.75,,0.3333,0.0,0
782001,936,116479,30-34,M,24,5475,2,2.730000019,1,1,False,0.0004,1.365,2.73,2.73,0.5,1.0,1
782022,936,116483,30-34,F,18,8254,2,2.320000052,1,1,False,0.0002,1.16,2.32,2.32,0.5,1.0,1
782026,936,116483,30-34,F,18,5704,1,1.320000052,1,0,False,0.0002,1.32,1.32,,1.0,0.0,0
782130,936,116501,30-34,F,16,7301,0,0.0,1,0,True,0.0,,0.0,,,0.0,0
782134,936,116501,30-34,F,16,37873,5,6.169999957,1,1,False,0.0001,1.234,6.17,6.17,0.2,1.0,1
782135,936,116501,30-34,F,16,25267,4,4.940000057,2,1,False,0.0002,1.235,2.47,4.94,0.5,0.5,1
782171,936,116507,30-34,F,30,535,0,0.0,1,0,True,0.0,,0.0,,,0.0,0
782180,936,116509,30-34,M,29,3396,0,0.0,1,0,True,0.0,,0.0,,,0.0,0
782219,936,116515,30-34,M,26,977,0,0.0,1,0,True,0.0,,0.0,,,0.0,0
782228,936,116517,40-44,F,63,12318,5,6.340000153,1,1,False,0.0004,1.268,6.34,6.34,0.2,1.0,1
782242,936,116519,30-34,F,28,4783,1,0.860000014,1,0,False,0.0002,0.86,0.86,,1.0,0.0,0
782275,936,116525,30-34,F,29,6475,1,1.350000024,1,0,False,0.0002,1.35,1.35,,1.0,0.0,0
782337,936,116535,45-49,F,16,104578,29,39.25000095,1,1,False,0.0003,1.3534,39.25,39.25,0.0345,1.0,1
782407,936,116547,45-49,F,10,33664,11,12.51000035,1,0,False,0.0003,1.1373,12.51,,0.0909,0.0,0
782443,936,116553,40-44,F,20,979,0,0.0,1,0,True,0.0,,0.0,,,0.0,0
782541,936,116569,40-44,F,28,7337,3,4.079999924,1,0,False,0.0004,1.36,4.08,,0.3333,0.0,0
782587,936,116577,30-34,M,10,2499,0,0.0,1,0,True,0.0,,0.0,,,0.0,0
782647,936,116587,40-44,F,27,11244,3,4.550000191,1,0,False,0.0003,1.5167,4.55,,0.3333,0.0,0
782658,936,116589,30-34,M,15,4827,0,0.0,1,0,True,0.0,,0.0,,,0.0,0
782694,936,116595,35-39,F,29,29035,7,8.910000086,2,2,False,0.0002,1.2729,4.455,4.455,0.2857,1.0,1
782706,936,116597,35-39,F,30,761,0,0.0,1,0,True,0.0,,0.0,,,0.0,0
782754,936,116605,35-39,F,26,6532,1,1.610000014,1,0,False,0.0002,1.61,1.61,,1.0,0.0,0
782815,936,116615,40-44,F,10,11537,3,4.300000191,1,0,False,0.0003,1.4333,4.3,,0.3333,0.0,0
782816,936,116615,40-44,F,10,12183,3,2.869999945,1,0,False,0.0002,0.9567,2.87,,0.3333,0.0,0
782862,936,116623,35-39,F,64,5912,1,1.559999943,1,1,False,0.0002,1.56,1.56,1.56,1.0,1.0,1
950068,936,123438,30-34,M,10,4012,1,1.570000052,1,0,False,0.0002,1.57,1.57,,1.0,0.0,0
950078,936,123440,30-34,M,16,12396,2,3.210000038,2,1,False,0.0002,1.605,1.605,3.21,1.0,0.5,1
950079,936,123440,30-34,M,16,3142,0,0.0,2,2,True,0.0,,0.0,0.0,,1.0,1
950099,936,123443,30-34,M,18,1120,0,0.0,1,0,True,0.0,,0.0,,,0.0,0
950109,936,123445,30-34,M,20,343,0,0.0,1,1,True,0.0,,0.0,0.0,,1.0,1
950170,936,123455,30-34,M,15,1720,0,0.0,1,1,True,0.0,,0.0,0.0,,1.0,1
950179,936,123457,30-34,M,16,3423,0,0.0,1,1,True,0.0,,0.0,0.0,,1.0,1
950182,936,123457,30-34,M,16,3242,0,0.0,1,0,True,0.0,,0.0,,,0.0,0
950183,936,123457,30-34,M,16,15720,1,1.379999995,1,0,False,0.0001,1.38,1.38,,1.0,0.0,0
950200,936,123460,30-34,M,10,1217,0,0.0,1,1,True,0.0,,0.0,0.0,,1.0,1
950224,936,123464,40-44,M,20,2367,2,2.839999914,1,1,False,0.0008,1.42,2.84,2.84,0.5,1.0,1
950326,936,123481,35-39,M,16,6607,1,1.320000052,2,0,False,0.0002,1.32,0.66,,2.0,0.0,0
950345,936,123484,30-34,M,64,616,0,0.0,1,0,True,0.0,,0.0,,,0.0,0
950452,936,123502,45-49,M,16,5537,1,1.519999981,1,0,False,0.0002,1.52,1.52,,1.0,0.0,0
950463,936,123504,45-49,M,15,818,0,0.0,1,0,True,0.0,,0.0,,,0.0,0
950495,936,123509,45-49,M,21,1909,1,0.980000019,1,0,False,0.0005,0.98,0.98,,1.0,0.0,0
950521,936,123514,30-34,M,21,351,0,0.0,1,0,True,0.0,,0.0,,,0.0,0
950531,936,123515,45-49,M,22,572,0,0.0,1,0,True,0.0,,0.0,,,0.0,0
950537,936,123516,40-44,M,36,1884,1,1.409999967,1,0,False,0.0005,1.41,1.41,,1.0,0.0,0
950550,936,123519,30-34,M,30,219,0,0.0,1,0,True,0.0,,0.0,,,0.0,0
950577,936,123523,30-34,M,32,540,0,0.0,1,1,True,0.0,,0.0,0.0,,1.0,1
950578,936,123523,30-34,M,32,550,0,0.0,1,0,True,0.0,,0.0,,,0.0,0
950595,936,123526,30-34,M,26,465,0,0.0,1,0,True,0.0,,0.0,,,0.0,0
950609,936,123528,30-34,M,29,1761,0,0.0,1,1,True,0.0,,0.0,0.0,,1.0,1
950629,936,123532,30-34,M,65,152,0,0.0,1,1,True,0.0,,0.0,0.0,,1.0,1
950631,936,123532,30-34,M,65,152,0,0.0,1,1,True,0.0,,0.0,0.0,,1.0,1
950649,936,123535,30-34,M,64,429,0,0.0,1,0,True,0.0,,0.0,,,0.0,0
950745,936,123551,30-34,M,29,1514,0,0.0,2,2,True,0.0,,0.0,0.0,,1.0,1
950770,936,123555,30-34,M,28,7780,3,4.329999924,2,2,False,0.0004,1.4433,2.165,2.165,0.6667,1.0,1
950772,936,123556,35-39,M,28,460,0,0.0,1,0,True,0.0,,0.0,,,0.0,0
950773,936,123556,35-39,M,28,471,0,0.0,1,0,True,0.0,,0.0,,,0.0,0
950776,936,123556,35-39,M,28,2633,1,1.070000052,1,0,False,0.0004,1.07,1.07,,1.0,0.0,0
950787,936,123558,30-34,M,27,199,0,0.0,1,0,True,0.0,,0.0,,,0.0,0
950808,936,123562,35-39,M,32,398,0,0.0,1,0,True,0.0,,0.0,,,0.0,0
950839,936,123567,30-34,M,24,246,0,0.0,2,2,True,0.0,,0.0,0.0,,1.0,1
950878,936,123573,40-44,M,10,2967,1,1.5,1,1,False,0.0003,1.5,1.5,1.5,1.0,1.0,1
950969,936,123588,45-49,M,36,255,0,0.0,1,0,True,0.0,,0.0,,,0.0,0
951021,936,123597,30-34,F,7,457,0,0.0,1,1,True,0.0,,0.0,0.0,,1.0,1
951033,936,123599,30-34,F,10,5517,1,1.230000019,1,0,False,0.0002,1.23,1.23,,1.0,0.0,0
951035,936,123599,30-34,F,10,1539,0,0.0,1,1,True,0.0,,0.0,0.0,,1.0,1
951043,936,123601,30-34,F,16,3189,0,0.0,1,0,True,0.0,,0.0,,,0.0,0
951045,936,123601,30-34,F,16,3348,0,0.0,1,0,True,0.0,,0.0,,,0.0,0
951046,936,123601,30-34,F,16,20050,4,4.659999847,4,1,False,0.0002,1.165,1.165,4.66,1.0,0.25,1
951102,936,123611,45-49,M,16,2254,0,0.0,1,0,True,0.0,,0.0,,,0.0,0
951105,936,123611,45-49,M,16,5894,1,1.539999962,1,1,False,0.0002,1.54,1.54,1.54,1.0,1.0,1
951133,936,123616,35-39,M,16,9948,2,2.720000029,2,0,False,0.0002,1.36,1.36,,1.0,0.0,0
951202,936,123627,45-49,F,26,5307,3,4.289999962,2,1,False,0.0006,1.43,2.145,4.29,0.6667,0.5,1
951225,936,123631,35-39,F,22,4621,2,3.25,1,1,False,0.0004,1.625,3.25,3.25,0.5,1.0,1
951270,936,123639,35-39,F,18,784,0,0.0,1,1,True,0.0,,0.0,0.0,,1.0,1
951282,936,123641,35-39,F,16,5775,1,1.580000043,1,1,False,0.0002,1.58,1.58,1.58,1.0,1.0,1
951285,936,123641,35-39,F,16,9297,2,2.619999886,2,1,False,0.0002,1.31,1.31,2.62,1.0,0.5,1
951294,936,123643,35-39,F,15,699,0,0.0,1,0,True,0.0,,0.0,,,0.0,0
951305,936,123644,35-39,F,10,1104,0,0.0,1,0,True,0.0,,0.0,,,0.0,0
951334,936,123649,30-34,F,64,3717,1,1.539999962,1,0,False,0.0003,1.54,1.54,,1.0,0.0,0
951391,936,123659,30-34,F,28,2879,1,1.590000033,2,2,False,0.0003,1.59,0.795,0.795,2.0,1.0,1
951392,936,123659,30-34,F,28,2749,1,1.389999986,1,0,False,0.0004,1.39,1.39,,1.0,0.0,0
951400,936,123660,45-49,F,10,24028,9,12.39000034,2,0,False,0.0004,1.3767,6.195,,0.2222,0.0,0
951402,936,123661,30-34,F,29,1118,0,0.0,1,1,True,0.0,,0.0,0.0,,1.0,1
951413,936,123662,30-34,F,26,1083,0,0.0,2,1,True,0.0,,0.0,0.0,,0.5,1
951420,936,123664,30-34,F,27,843,0,0.0,1,0,True,0.0,,0.0,,,0.0,0
951444,936,123668,30-34,F,25,2983,1,0.970000029,1,0,False,0.0003,0.97,0.97,,1.0,0.0,0
951448,936,123668,30-34,F,25,696,0,0.0,1,0,True,0.0,,0.0,,,0.0,0
951462,936,123671,45-49,F,16,7589,2,3.150000095,1,1,False,0.0003,1.575,3.15,3.15,0.5,1.0,1
951464,936,123671,45-49,F,16,20997,10,11.94999981,1,0,False,0.0005,1.195,11.95,,0.1,0.0,0
951465,936,123671,45-49,F,16,4617,1,1.360000014,1,0,False,0.0002,1.36,1.36,,1.0,0.0,0
951498,936,123677,45-49,F,20,259,0,0.0,1,0,True,0.0,,0.0,,,0.0,0
951508,936,123678,30-34,F,18,1134,0,0.0,1,0,True,0.0,,0.0,,,0.0,0
951542,936,123684,40-44,F,27,357,0,0.0,1,0,True,0.0,,0.0,,,0.0,0
951607,936,123695,40-44,F,10,848,0,0.0,1,1,True,0.0,,0.0,0.0,,1.0,1
951608,936,123695,40-44,F,10,3149,1,1.480000019,1,0,False,0.0003,1.48,1.48,,1.0,0.0,0
951641,936,123700,40-44,F,2,87,0,0.0,1,1,True,0.0,,0.0,0.0,,1.0,1
